RECORD RETRIEVAL DATE,DOT NUMBER,DBA NAME,LEGAL NAME,ALLOWED TO OPERATE,CARRIER OPERATION CODE,CARRIER OPERATION DESCRIPTION,CENSUS TYPE,CENSUS TYPE DESCRIPTION,CENSUS TYPE ID,IS PASSENGER CARRIER?,MCS150 OUTDATED?,OOS DATE,PHY STREET,PHY CITY,PHY STATE,PHY ZIP,PHY COUNTRY,REVIEW DATE,REVIEW TYPE,STATUS CODE,TOTAL DRIVERS,TOTAL POWER UNITS
2024-09-07,3062272,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3062570,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3064799,MWC,MAYOR WEST COAST LLC,Y,A,Interstate,C,CARRIER,1,N,N,,14800 S SPRING ST,GARDENA,CA,90248,US,2018-11-13,N,A,30,50
2024-09-07,306891,GOLDEN STATE FOODS -OR- QUALITY CUSTOM DISTRIBUTION SERVICES,GOLDEN STATE FOODS CORP,Y,A,Interstate,C,CARRIER,1,N,N,,18301 VON KARMAN AVENUE STE 1100,IRVINE,CA,92612,US,2018-09-21,N,A,41,31
2024-09-07,3068978,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,307391,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3075715,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3084438,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3087181,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3087415,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3088224,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3097909,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3100489,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3102678,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3105120,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3112390,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3119104,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3128978,PACIFIC AUTO COMPANY,PACIFIC BEST INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,289 AEROJET AVE,AZUSA,CA,91702,US,,,A,55,7
2024-09-07,3133710,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3136064,MOVE HAPPY,CITY MOVING INC,Y,A,Interstate,C,CARRIER,1,N,N,,2507 MEDFORD ST,LOS ANGELES,CA,90033,US,2022-05-24,N,A,38,31
2024-09-07,3137901,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3142150,SO CAL CARRIERS TRANSPORTATION,PHOENIX INTERMODAL INC,Y,A,Interstate,C,CARRIER,1,N,N,,15810 GALE AVE UNIT 249,HACIENDA HEIGHTS,CA,91745,US,,,A,41,41
2024-09-07,3142588,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3145303,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3147430,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3152123,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3160286,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3161077,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3164134,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3166168,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3168539,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3173922,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3175633,SANTA MONICA BIG BLUE BUS,CITY OF SANTA MONICA,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,Y,N,,1660 7TH ST,SANTA MONICA,CA,90401-3324,US,,,A,380,195
2024-09-07,3181177,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3181800,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3182236,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3184820,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3185547,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3187286,SC FUELS,SC COMMERCIAL LLC,Y,A,Interstate,C,CARRIER,1,N,N,,1800 W KATELLA AVE,ORANGE,CA,92867,US,2022-06-08,N,A,250,262
2024-09-07,3188610,THE LOS ANGELES LEADERSHIP ACADEMY,LOS ANGELES LEADERSHIP ACADEMY,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,Y,N,,2670 GRIFFIN AVE,LOS ANGELES,CA,90031-2311,US,,,A,1,55
2024-09-07,3190819,SMK LOGISTICS,SMK LOGISTICS LLC,Y,A,Interstate,C,CARRIER,1,N,N,,26632 TOWNE CENTRE DRIVE SUITE 300 PMB #562,FOOTHILL RANCH,CA,92610,US,,,A,70,35
2024-09-07,3192027,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3196683,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3199163,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3201346,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3208846,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3212423,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3212484,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3213716,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3221354,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3224351,WALLYPARK JOES AIRPORT PARKING AIRPORT CENTER EXPRESS WALLYPARK EXPRESS,LR TRANSPORTATION SERVICES LLC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,Y,N,,707 WILSHIRE BLVD STE 4700,LOS ANGELES,CA,90017-3601,US,,,A,87,59
2024-09-07,3225533,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3229836,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3232847,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3233264,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3235912,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3236520,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3236647,NAVAJO WATER PROJECT,THE DIGDEEP RIGHT TO WATER PROJECT,Y,A,Interstate,C,CARRIER,1,N,N,,932 WILSON ST SUITE 2D,LOS ANGELES,CA,90021,US,,,A,29,29
2024-09-07,3240036,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3241167,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3242551,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3246447,NETFLIX,NETFLIX PRODUCTIONS LLC,Y,A,Interstate,C,CARRIER,1,N,N,,5808 W SUNSET BLVD,LOS ANGELES,CA,90028-6607,US,2019-11-19,N,A,145,115
2024-09-07,3250583,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3250872,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3254723,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3260003,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3260242,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3264181,ALOFT JACKSONVILLE AIRPORT,JACKSONVILLE HOSPITALITY LLC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,7400 E SLAUSON AVE,COMMERCE,CA,90040-3308,US,,,A,8,32
2024-09-07,3270582,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3279824,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,327983,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3282823,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3288516,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3293353,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3293628,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3294787,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3295344,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3296394,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3298326,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3300300,REDS CATERING II,AC CUSTOM CATERING INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,7437 SCOUT AVE  ,BELL GARDENS,CA,90201-4931,US,,,A,42,53
2024-09-07,3301116,NOH FOODS OF HAWAII,E & M CORPORATION,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,1402 W 178TH ST  ,GARDENA,CA,90248-3202,US,,,A,2,64
2024-09-07,3302922,TWENTIES PRODUCTIONS LLC,DAE LIGHT MEDIA LLC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,3924 ROXTON AVE,LOS ANGELES,CA,90008-2718,US,,,A,32,28
2024-09-07,3305894,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3306863,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3309824,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3309972,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3312468,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3312765,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3312779,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3313139,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3314070,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3315330,ACE TOWING,BAHMAN INC DBA ACE TOWING,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,2118 WILSHIRE BLVD # 881  ,SANTA MONICA,CA,90403-5704,US,,,A,2,61
2024-09-07,3316231,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3319378,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3320300,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3322186,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3322439,DE NHAT COMPANY,NEW BEST PACKAGING,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,9546 RUSH ST  ,S EL MONTE,CA,91733-1537,US,,,A,2,26000
2024-09-07,3323445,RED'S CATERING II,AC CUSTOM CATERING INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,7437 SCOUT AVE  ,BELL GARDENS,CA,90201-4931,US,,,A,49,51
2024-09-07,3323757,DESTINATION SHUTTLE SERVICES|NTI-CA,NATIONAL TRANSPORTATION INCORPORATED,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,Y,N,,333 HINDRY AVE  ,INGLEWOOD,CA,90301-2013,US,,,A,100,43
2024-09-07,3325920,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3328020,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3328113,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3332507,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3335825,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3336293,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3337261,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3338412,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3341251,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3344060,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3344939,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3348963,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3355645,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3356521,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3356864,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3358861,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3360224,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3370496,COMMAND DELIVERY SYSTEMS,TCI ENVIRONMENTAL SERVICES INC,Y,A,Interstate,C,CARRIER,1,N,N,,4950 TRIGGS ST,COMMERCE,CA,90022,US,,,A,81,100
2024-09-07,3372367,PLATFORM ONE MEDIA,ILLUMINARE PRODUCTIONS LLC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,6350 SANTA MONICA BLVD  ,LOS ANGELES,CA,90038-1620,US,,,A,50,35
2024-09-07,3377549,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,337971,CAL STATE XPRESS,L A XPRESS ASSEMBLY & DISTRIBUTION INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,9850 E FRONTAGE RD,SOUTHGATE,CA,90280,US,,,A,27,27
2024-09-07,338004,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,338035,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3385874,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3388161,PACIFIC WEST COMMUNICATIONS PWC,PACIFIC WEST SPACE COMMUNICATIONS,Y,A,Interstate,C,CARRIER,1,N,N,,900 W GLADSTONE ST,SAN DIMAS,CA,91773-1734,US,,,A,15,59
2024-09-07,340100,BP TRANSPORTATION,ATLAS MARINE LLC,Y,A,Interstate,C,CARRIER,1,N,N,,1570 COTA AVE,LONG BEACH,CA,90813,US,2019-09-04,N,A,36,36
2024-09-07,3401740,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3401792,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3405755,MAEFLOWER LOGISTICS,MAEFLOWER LOGISTICS LLC,Y,A,Interstate,C,CARRIER,1,N,N,,23881 VIA FABRICANTE STE 504,MISSION VIEJO,CA,92691,US,,,A,35,37
2024-09-07,3405759,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3406612,HOTFOOT LOGISTICS,THE KMBABIAK GROUP,Y,A,Interstate,C,CARRIER,1,N,N,,1256 NORTH MAGNOLIA AVENUE,ANAHEIM,CA,92801,US,,,A,43,43
2024-09-07,3410655,AMERICAN HANDFORGE,ALU-FORGE INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,165 S SPRUCE AVE  ,RIALTO,CA,92376-9006,US,,,A,4,25085
2024-09-07,3410979,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3411741,UNITED AG & TURF,UNITED AG & TURF NE LLC,Y,A,Interstate,C,CARRIER,1,N,N,,1029 N SWATHMORE AVE,PACIFIC PALISADES,CA,90272,US,,,A,175,190
2024-09-07,3413796,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3416438,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3426103,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3427792,BTET,LIVING SPACES FURNITURE LLC,Y,A,Interstate,C,CARRIER,1,N,N,,14501 ARTESIA BLVD,LA MIRADA,CA,90638,US,2022-06-16,N,A,85,49
2024-09-07,3428667,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3429517,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3430113,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3432944,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3432956,DUTTON PLUMBING,DUTTON HOME SERVICES LLC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,997 FLOWER GLEN ST  ,SIMI VALLEY,CA,93065-1926,US,,,A,46,46
2024-09-07,3436633,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3438121,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3438185,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3443868,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,345082,TOYOTA TRANSPORT,TOYOTA LOGISTICS SERVICES INC,Y,A,Interstate,C,CARRIER,1,N,N,,2140 PIER B STREET,LONG BEACH,CA,90813,US,2020-02-03,N,A,110,85
2024-09-07,3451157,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3461183,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3461409,TREND TRANS,TREND TRANSPORT CORP,Y,A,Interstate,C,CARRIER,1,N,N,,255 AIRPORT CIR,CORONA ,CA,92878,US,2022-05-06,N,A,25,30
2024-09-07,3461852,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3463360,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3465358,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3466505,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3466725,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3468074,MARTEC INTERNATIONAL,IAPS QSUB INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,9080 ROSECRANS AVE,BELLFLOWER,CA,90706-2038,US,,,A,2,74
2024-09-07,3473951,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3476079,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3478805,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3482476,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3486210,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3488470,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,34909,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,349324,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3502378,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3505166,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3509280,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3519326,AWS COMMUNICATIONS & DESERT SOLAR,MOTIVE ENERGY TELECOMMUNICATIONS GROUP INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,755 TRADEMARK CIRCLE,CORONA,CA,92879,US,,,A,69,69
2024-09-07,353037,ALLIANCE IMAGING,ALLIANCE HEALTHCARE SERVICES INC,Y,A,Interstate,C,CARRIER,1,N,N,,18201 VON KARMAN AVE  SUITE 600,IRVINE,CA,92612,US,2022-10-25,N,A,115,162
2024-09-07,3533082,OREGON BOILER AND HIGH PLAINS BOILER & MECHANICAL,CALIFORNIA BOILER INC,Y,A,Interstate,C,CARRIER,1,N,N,,1800 NEWPORT CIR,SANTA ANA,CA,92705-5114,US,,,A,49,49
2024-09-07,3535132,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3539242,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3542369,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3548174,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3549511,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3549831,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3555289,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,355702,IDEALEASE OF LOS ANGELES,FLEET LEASE INC,Y,A,Interstate,C,CARRIER,1,N,N,,3620 E FLORENCE AVE,HUNTINGTON PARK,CA,90255,US,2022-10-17,N,A,1,115
2024-09-07,3569933,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3570310,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3572118,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3572876,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3579993,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3580533,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3586036,C BELOW INC,SITESCAN SUBSURFACE IMAGING INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,1385 OLD TEMESCAL RD SUITE 100,CORONA,CA,92881,US,,,A,29,27
2024-09-07,3586142,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3598691,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3602060,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3603221,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3604455,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3608335,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3610642,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3623155,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3631843,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3636063,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3636456,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3641481,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3644453,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3648623,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3651765,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3652413,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3653589,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3653657,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3655675,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3656765,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3657787,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3658027,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3664528,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3670001,WESTSIDE BUILDING MATERIAL,PGS-WESTSIDE 1 INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,1111 E HOWELL AVE,ANAHEIM,CA,92805-6453,US,,,A,37,94
2024-09-07,3674288,GWT COURIER,GREENWAY TRANSPORTATION LLC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,1620 RIVENDEL DR  ,CORONA,CA,92883-0716,US,,,A,2,30000
2024-09-07,3678383,METRO TRANSIT SERVICES,EXPRESS TRANSPORTATION SERVICES LLC,Y,A,Interstate,C,CARRIER,1,N,N,,6900 BISSELL ST,HUNTINGTON PK,CA,90255,US,,,A,65,33
2024-09-07,3685448,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3687690,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3690749,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3692553,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3693228,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3693856,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3695940,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3698869,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3703059,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,370617,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3714153,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3714363,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3717517,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3722588,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3731511,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3741326,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3744697,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3750996,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,375375,WM,USA WASTE OF CALIFORNIA INC,Y,B,Intrastate Hazmat,C,CARRIER,1,N,N,,9081 TUJUNGA AVE,SUN VALLEY,CA,91352,US,2024-06-20,N,A,1341,1055
2024-09-07,3758115,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3759261,PRIME DRYWALL,DCES CORP,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,1550 S ANAHEIM BLVD STE B  ,ANAHEIM,CA,92805-6218,US,,,A,1,60000
2024-09-07,3763598,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3766618,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3766747,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3771056,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3772001,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3772678,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3774990,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3778439,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3783496,SOLV ENERGY,SOLV ENERGY LLC,Y,A,Interstate,C,CARRIER,1,N,N,,16680 W BERNARDO DR,SAN DIEGO,CA,92127,US,,,A,308,147
2024-09-07,3790054,GRAFFITI CONTROL SYSTEMS,WOODS MAINTENANCE SERVICES INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,7250 COLDWATER CANYON ACENUE,NORTH HOLLYWOOD,CA,91605,US,,,A,80,70
2024-09-07,3792553,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3794157,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3795020,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3809021,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3815695,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3817686,LIQUID FLOW TRANSPORTATION,AMINA TRANSITIONAL,N,A,Interstate,C,CARRIER,1,N,Y,,13489 GOLD MEDAL CT   ,RIVERSIDE,CA,92503,US,,,A,3,31
2024-09-07,3834394,CONCRETE CORING COMPANY LA,TED W PAGE ENTERPRISES INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,14005 ORANGE AVE,PARAMOUNT,CA,90723-2017,US,,,A,29,32
2024-09-07,3841274,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3843097,BCD INDUSTRIES,BCD INDUSTRIES CORP,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,24298 VIA VARGAS DR  ,MORENO VALLEY,CA,92553-6231,US,,,A,6,63
2024-09-07,3843542,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3847197,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3850900,NOT APPLICABLE,SOCAL MOVING ENTERPRISES INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,13624 LANCELOT AVE  ,NORWALK,CA,90650-4441,US,,,A,4,37
2024-09-07,3857150,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,385886,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3865882,ACTION AIR CONDITIONING HEATING & SOLAR,PGMA LLC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,130 BOSSTICK BLVD,SAN MARCOS,CA,92069-5930,US,,,A,127,89
2024-09-07,3866788,SAFEWAY ELECTRIC,SAFE BUILD PROPERTIES LLC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,891 IOWA AVE,RIVERSIDE,CA,92507-1614,US,,,A,4,35
2024-09-07,3869060,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3869591,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3875770,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3878477,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3881380,PREMIER VENDGROUP|DOWNEY VENDORS COFFEE SERVICE,DOWNEY VENDORS INC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,6814 SUVA ST  ,BELL GARDENS,CA,90201-1938,US,,,A,0,33
2024-09-07,3884907,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3887426,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3888128,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3892956,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3896723,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3900531,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,3909056,CIVIL CONSTRUCTION,JMH ENGINEERING AND CONSTRUCTION,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,2825 TEMPLE AVE,SIGNAL HILL,CA,90755-2212,US,,,A,8,38
2024-09-07,3910363,GBTF TRANSPORT,GOD BLESS THE FREAKS LLC,Y,C,Intrastate Non-Hazmat,C,CARRIER,1,N,N,,157 BENNETT AVE,LONG BEACH,CA,90803-2974,US,,,A,8,1
2024-09-07,3912956,,,N,,,,,,,,,,,,,,,,,,
2024-09-07,391314,PIAZZA TRUCKING,SAMUEL J PIAZZA & SON INC,Y,A,Interstate,C,CARRIER,1,N,N,,9001 RAYO AVE,SOUTH GATE,CA,90280,US,2020-07-09,N,A,49,57
2024-09-07,3914740,,,N,,,,,,,,,,,,,,,,,,
